DATETIME,OPEN,HIGH,LOW,CLOSED,AV_SPREAD,VOLUME
2006-09-01 00:00:00,1.28070,1.28093,1.28065,1.28082,0.00006,798
2006-09-01 00:01:00,1.28066,1.28088,1.28062,1.28082,0.00006,1290
2006-09-01 00:02:00,1.28053,1.28096,1.28041,1.28096,0.00015,829
2006-09-01 00:03:00,1.28117,1.28132,1.28107,1.28119,0.00010,1082
2006-09-01 00:04:00,1.28121,1.28131,1.28106,1.28115,0.00010,709
2006-09-01 00:05:00,1.28110,1.28125,1.28101,1.28117,0.00010,1066
2006-09-01 00:06:00,1.28107,1.28132,1.28102,1.28126,0.00006,760
2006-09-01 00:07:00,1.28126,1.28133,1.28109,1.28119,0.00010,604
2006-09-01 00:08:00,1.28114,1.28122,1.28104,1.28120,0.00010,897
2006-09-01 00:09:00,1.28107,1.28124,1.28099,1.28104,0.00010,929
2006-09-01 00:10:00,1.28106,1.28113,1.28088,1.28104,0.00010,564
2006-09-01 00:11:00,1.28117,1.28118,1.28086,1.28087,0.00016,557
2006-09-01 00:12:00,1.28098,1.28111,1.28086,1.28102,0.00010,834
2006-09-01 00:13:00,1.28106,1.28106,1.28075,1.28082,0.00020,808
2006-09-01 00:14:00,1.28090,1.28095,1.28073,1.28084,0.00010,822
2006-09-01 00:15:00,1.28092,1.28099,1.28079,1.28093,0.00010,604
2006-09-01 00:16:00,1.28090,1.28100,1.28082,1.28092,0.00016,973
2006-09-01 00:17:00,1.28091,1.28113,1.28080,1.28088,0.00010,1143
2006-09-01 00:18:00,1.28087,1.28098,1.28074,1.28090,0.00015,1032
2006-09-01 00:19:00,1.28095,1.28101,1.28078,1.28078,0.00020,1060
2006-09-01 00:20:00,1.28103,1.28103,1.28079,1.28087,0.00004,786
2006-09-01 00:21:00,1.28099,1.28103,1.28087,1.28088,0.00010,1184
2006-09-01 00:22:00,1.28098,1.28120,1.28074,1.28096,0.00006,1154
2006-09-01 00:23:00,1.28085,1.28104,1.28075,1.28098,0.00010,760
2006-09-01 00:24:00,1.28098,1.28098,1.28081,1.28095,0.00004,770
2006-09-01 00:25:00,1.28079,1.28088,1.28064,1.28077,0.00015,544
2006-09-01 00:26:00,1.28083,1.28100,1.28080,1.28090,0.00010,981
