DATETIME,OPEN,HIGH,LOW,CLOSED,AV_SPREAD,VOLUME
2006-04-02 21:00:00,1.21075,1.21092,1.21045,1.21077,0.00010,410
2006-04-02 21:01:00,1.21073,1.21106,1.21069,1.21097,0.00010,569
2006-04-02 21:02:00,1.21105,1.21126,1.21094,1.21121,0.00004,476
2006-04-02 21:03:00,1.21113,1.21120,1.21097,1.21103,0.00014,688
2006-04-02 21:04:00,1.21110,1.21123,1.21096,1.21109,0.00016,748
2006-04-02 21:05:00,1.21105,1.21110,1.21090,1.21090,0.00010,605
2006-04-02 21:06:00,1.21099,1.21117,1.21086,1.21086,0.00016,472
2006-04-02 21:07:00,1.21079,1.21129,1.21079,1.21089,0.00020,450
2006-04-02 21:08:00,1.21085,1.21117,1.21075,1.21094,0.00010,750
2006-04-02 21:09:00,1.21080,1.21096,1.21070,1.21085,0.00030,636
2006-04-02 21:10:00,1.21090,1.21103,1.21082,1.21082,0.00016,455
2006-04-02 21:11:00,1.21096,1.21121,1.21096,1.21105,0.00016,378
2006-04-02 21:12:00,1.21118,1.21138,1.21115,1.21125,0.00020,614
2006-04-02 21:13:00,1.21123,1.21139,1.21117,1.21120,0.00010,567
2006-04-02 21:14:00,1.21118,1.21138,1.21116,1.21118,0.00020,314
2006-04-02 21:15:00,1.21118,1.21132,1.21111,1.21116,0.00010,517
2006-04-02 21:16:00,1.21114,1.21129,1.21102,1.21113,0.00010,378
2006-04-02 21:17:00,1.21110,1.21125,1.21108,1.21118,0.00016,437
2006-04-02 21:18:00,1.21127,1.21134,1.21098,1.21129,0.00010,614
2006-04-02 21:19:00,1.21118,1.21136,1.21113,1.21125,0.00010,774
2006-04-02 21:20:00,1.21106,1.21117,1.21079,1.21090,0.00015,561
2006-04-02 21:21:00,1.21100,1.21117,1.21073,1.21103,0.00010,351
2006-04-02 21:22:00,1.21124,1.21134,1.21103,1.21104,0.00010,590
2006-04-02 21:23:00,1.21109,1.21112,1.21094,1.21095,0.00016,631
2006-04-02 21:24:00,1.21095,1.21113,1.21089,1.21093,0.00010,721
2006-04-02 21:25:00,1.21102,1.21124,1.21097,1.21124,0.00004,358
2006-04-02 21:26:00,1.21099,1.21112,1.21092,1.21104,0.00026,276
2006-04-02 21:27:00,1.21109,1.21121,1.21096,1.21099,0.00016,464
2006-04-02 21:28:00,1.21107,1.21110,1.21089,1.21093,0.00015,428
2006-04-02 21:29:00,1.21093,1.21111,1.21087,1.21106,0.00010,327
2006-04-02 21:30:00,1.21102,1.21119,1.21092,1.21094,0.00010,435
2006-04-02 21:31:00,1.21088,1.21088,1.21054,1.21054,0.00026,467
2006-04-02 21:32:00,1.21073,1.21114,1.21068,1.21101,0.00020,918
2006-04-02 21:33:00,1.21120,1.21120,1.21091,1.21096,0.00010,402
2006-04-02 21:34:00,1.21102,1.21111,1.21088,1.21097,0.00016,360
2006-04-02 21:35:00,1.21092,1.21134,1.21092,1.21134,0.00010,463
2006-04-02 21:36:00,1.21130,1.21140,1.21102,1.21113,0.00010,543
2006-04-02 21:37:00,1.21101,1.21115,1.21090,1.21097,0.00020,486
2006-04-02 21:38:00,1.21102,1.21125,1.21095,1.21113,0.00014,456
2006-04-02 21:39:00,1.21119,1.21128,1.21093,1.21096,0.00010,753
2006-04-02 21:40:00,1.21093,1.21129,1.21086,1.21129,0.00016,693
2006-04-02 21:41:00,1.21117,1.21127,1.21062,1.21072,0.00026,491
2006-04-02 21:42:00,1.21078,1.21126,1.21073,1.21109,0.00016,412
2006-04-02 21:43:00,1.21097,1.21127,1.21088,1.21105,0.00010,596
2006-04-02 21:44:00,1.21094,1.21120,1.21089,1.21111,0.00010,767
2006-04-02 21:45:00,1.21097,1.21116,1.21078,1.21101,0.00006,813
2006-04-02 21:46:00,1.21090,1.21129,1.21085,1.21128,0.00010,332
2006-04-02 21:47:00,1.21123,1.21126,1.21110,1.21125,0.00010,752
2006-04-02 21:48:00,1.21110,1.21120,1.21094,1.21112,0.00010,444
2006-04-02 21:49:00,1.21118,1.21136,1.21108,1.21128,0.00024,549
2006-04-02 21:50:00,1.21139,1.21161,1.21139,1.21146,0.00014,600
2006-04-02 21:51:00,1.21136,1.21142,1.21128,1.21129,0.00006,450
2006-04-02 21:52:00,1.21127,1.21127,1.21113,1.21120,0.00020,557
2006-04-02 21:53:00,1.21120,1.21128,1.21120,1.21120,0.00010,444
2006-04-02 21:54:00,1.21116,1.21125,1.21114,1.21122,0.00016,650
2006-04-02 21:55:00,1.21114,1.21125,1.21113,1.21122,0.00016,600
2006-04-02 21:56:00,1.21125,1.21128,1.21105,1.21119,0.00010,635
2006-04-02 21:57:00,1.21122,1.21122,1.21107,1.21108,0.00014,407
2006-04-02 21:58:00,1.21112,1.21125,1.21107,1.21114,0.00016,759
2006-04-02 21:59:00,1.21119,1.21124,1.21106,1.21106,0.00026,247
2006-04-02 22:00:00,1.21127,1.21138,1.21121,1.21123,0.00016,342
2006-04-02 22:01:00,1.21130,1.21177,1.21130,1.21177,0.00010,294
2006-04-02 22:02:00,1.21174,1.21182,1.21162,1.21173,0.00014,686
2006-04-02 22:03:00,1.21168,1.21168,1.21145,1.21156,0.00010,420
2006-04-02 22:04:00,1.21160,1.21165,1.21150,1.21158,0.00010,631
2006-04-02 22:05:00,1.21167,1.21173,1.21154,1.21160,0.00016,746
2006-04-02 22:06:00,1.21170,1.21170,1.21152,1.21159,0.00010,549
