DATETIME,OPEN,HIGH,LOW,CLOSED,AV_SPREAD,VOLUME
2009-11-01 22:00:00,1.47151,1.47174,1.47146,1.47151,0.00008,26
2009-11-01 22:01:00,1.47159,1.47180,1.47141,1.47147,0.00006,24
2009-11-01 22:02:00,1.47143,1.47172,1.47141,1.47168,0.00010,31
2009-11-01 22:03:00,1.47168,1.47169,1.47140,1.47140,0.00010,27
2009-11-01 22:04:00,1.47142,1.47145,1.47124,1.47134,0.00008,33
2009-11-01 22:05:00,1.47146,1.47163,1.47139,1.47143,0.00012,16
2009-11-01 22:06:00,1.47162,1.47210,1.47162,1.47169,0.00012,27
2009-11-01 22:07:00,1.47157,1.47182,1.47151,1.47166,0.00014,35
2009-11-01 22:08:00,1.47145,1.47172,1.47135,1.47157,0.00012,61
2009-11-01 22:09:00,1.47136,1.47155,1.47123,1.47149,0.00004,26
2009-11-01 22:10:00,1.47132,1.47150,1.47118,1.47119,0.00016,27
2009-11-01 22:11:00,1.47134,1.47141,1.47113,1.47114,0.00012,25
2009-11-01 22:12:00,1.47105,1.47123,1.47097,1.47105,0.00020,21
2009-11-01 22:13:00,1.47112,1.47113,1.47085,1.47111,0.00010,20
2009-11-01 22:14:00,1.47086,1.47095,1.47081,1.47089,0.00010,12
2009-11-01 22:15:00,1.47080,1.47092,1.47056,1.47068,0.00010,42
2009-11-01 22:16:00,1.47064,1.47073,1.47047,1.47047,0.00012,37
2009-11-01 22:17:00,1.47051,1.47056,1.47025,1.47031,0.00014,22
2009-11-01 22:18:00,1.47029,1.47081,1.47029,1.47050,0.00010,22
2009-11-01 22:19:00,1.47038,1.47064,1.47031,1.47049,0.00008,23
2009-11-01 22:20:00,1.47032,1.47043,1.47012,1.47039,0.00006,20
2009-11-01 22:21:00,1.47033,1.47075,1.47028,1.47042,0.00012,40
2009-11-01 22:22:00,1.47058,1.47058,1.47020,1.47030,0.00012,21
2009-11-01 22:23:00,1.47022,1.47041,1.47010,1.47017,0.00012,20
2009-11-01 22:24:00,1.46996,1.47020,1.46991,1.47020,0.00008,23
2009-11-01 22:25:00,1.47026,1.47035,1.47011,1.47011,0.00006,18
2009-11-01 22:26:00,1.47018,1.47022,1.46996,1.47014,0.00004,24
2009-11-01 22:27:00,1.47010,1.47018,1.46987,1.46993,0.00010,19
2009-11-01 22:28:00,1.47005,1.47015,1.46988,1.47011,0.00010,16
2009-11-01 22:29:00,1.47007,1.47007,1.46947,1.46973,0.00008,27
2009-11-01 22:30:00,1.46972,1.46989,1.46939,1.46950,0.00010,13
2009-11-01 22:31:00,1.46948,1.46948,1.46904,1.46913,0.00012,29
2009-11-01 22:32:00,1.46907,1.46931,1.46894,1.46918,0.00006,21
2009-11-01 22:33:00,1.46919,1.46930,1.46899,1.46921,0.00010,25
2009-11-01 22:34:00,1.46907,1.46974,1.46906,1.46951,0.00012,33
2009-11-01 22:35:00,1.46958,1.46960,1.46916,1.46916,0.00018,16
2009-11-01 22:36:00,1.46916,1.46934,1.46911,1.46930,0.00010,21
2009-11-01 22:37:00,1.46928,1.46947,1.46910,1.46910,0.00010,27
2009-11-01 22:38:00,1.46905,1.46917,1.46892,1.46917,0.00010,19
2009-11-01 22:39:00,1.46906,1.46925,1.46894,1.46896,0.00008,24
2009-11-01 22:40:00,1.46892,1.46894,1.46865,1.46865,0.00010,16
2009-11-01 22:41:00,1.46849,1.46884,1.46849,1.46864,0.00012,20
2009-11-01 22:42:00,1.46873,1.46880,1.46846,1.46854,0.00008,22
2009-11-01 22:43:00,1.46864,1.46875,1.46837,1.46847,0.00010,18
2009-11-01 22:44:00,1.46844,1.46864,1.46830,1.46857,0.00008,19
2009-11-01 22:45:00,1.46842,1.46877,1.46836,1.46876,0.00008,28
2009-11-01 22:46:00,1.46879,1.46885,1.46849,1.46864,0.00007,33
2009-11-01 22:47:00,1.46866,1.46872,1.46850,1.46850,0.00010,32
2009-11-01 22:48:00,1.46828,1.46844,1.46814,1.46823,0.00010,25
2009-11-01 22:49:00,1.46839,1.46862,1.46831,1.46838,0.00010,25
2009-11-01 22:50:00,1.46852,1.46858,1.46829,1.46848,0.00012,21
2009-11-01 22:51:00,1.46850,1.46893,1.46847,1.46887,0.00010,25
2009-11-01 22:52:00,1.46885,1.47100,1.46874,1.47100,0.00006,14
2009-11-01 22:53:00,1.47125,1.47235,1.47119,1.47193,0.00010,28
2009-11-01 22:54:00,1.47201,1.47217,1.47164,1.47190,0.00010,21
2009-11-01 22:55:00,1.47203,1.47208,1.47165,1.47195,0.00012,19
2009-11-01 22:56:00,1.47202,1.47212,1.47167,1.47186,0.00006,26
2009-11-01 22:57:00,1.47171,1.47235,1.47168,1.47226,0.00010,33
2009-11-01 22:58:00,1.47226,1.47265,1.47205,1.47265,0.00004,23
2009-11-01 22:59:00,1.47290,1.47392,1.47272,1.47272,0.00008,24
2009-11-01 23:00:00,1.47321,1.47348,1.47309,1.47319,0.00008,18
2009-11-01 23:01:00,1.47352,1.47406,1.47352,1.47406,0.00012,11
2009-11-01 23:02:00,1.47384,1.47411,1.47346,1.47346,0.00010,29
2009-11-01 23:03:00,1.47355,1.47370,1.47309,1.47337,0.00014,40
2009-11-01 23:04:00,1.47348,1.47360,1.47309,1.47310,0.00010,13
2009-11-01 23:05:00,1.47339,1.47354,1.47311,1.47354,0.00010,24
2009-11-01 23:06:00,1.47361,1.47364,1.47317,1.47339,0.00010,19
2009-11-01 23:07:00,1.47339,1.47361,1.47316,1.47359,0.00008,13
2009-11-01 23:08:00,1.47332,1.47401,1.47332,1.47399,0.00006,27
2009-11-01 23:09:00,1.47392,1.47398,1.47366,1.47386,0.00008,15
2009-11-01 23:10:00,1.47380,1.47400,1.47364,1.47389,0.00006,23
2009-11-01 23:11:00,1.47350,1.47367,1.47316,1.47332,0.00008,26
2009-11-01 23:12:00,1.47328,1.47332,1.47294,1.47305,0.00014,18
2009-11-01 23:13:00,1.47314,1.47321,1.47275,1.47295,0.00008,25
2009-11-01 23:14:00,1.47298,1.47298,1.47221,1.47233,0.00010,39
2009-11-01 23:15:00,1.47233,1.47288,1.47221,1.47269,0.00008,27
2009-11-01 23:16:00,1.47304,1.47320,1.47260,1.47309,0.00008,37
2009-11-01 23:17:00,1.47304,1.47315,1.47266,1.47282,0.00012,31
2009-11-01 23:18:00,1.47283,1.47308,1.47263,1.47277,0.00008,20
2009-11-01 23:19:00,1.47246,1.47264,1.47221,1.47253,0.00004,21
2009-11-01 23:20:00,1.47242,1.47253,1.47228,1.47241,0.00014,22
2009-11-01 23:21:00,1.47240,1.47249,1.47225,1.47238,0.00004,18
2009-11-01 23:22:00,1.47225,1.47263,1.47217,1.47255,0.00012,24
2009-11-01 23:23:00,1.47250,1.47263,1.47232,1.47248,0.00008,117
2009-11-01 23:24:00,1.47237,1.47246,1.47219,1.47232,0.00012,21
2009-11-01 23:25:00,1.47251,1.47270,1.47239,1.47269,0.00008,18
2009-11-01 23:26:00,1.47301,1.47311,1.47258,1.47262,0.00014,24
2009-11-01 23:27:00,1.47256,1.47269,1.47229,1.47249,0.00010,30
2009-11-01 23:28:00,1.47247,1.47248,1.47209,1.47216,0.00012,30
2009-11-01 23:29:00,1.47213,1.47240,1.47198,1.47219,0.00008,28
2009-11-01 23:30:00,1.47223,1.47223,1.47152,1.47171,0.00012,33
2009-11-01 23:31:00,1.47182,1.47191,1.47114,1.47121,0.00004,18
2009-11-01 23:32:00,1.47146,1.47147,1.47073,1.47079,0.00008,14
2009-11-01 23:33:00,1.47068,1.47093,1.47062,1.47064,0.00012,63
2009-11-01 23:34:00,1.47068,1.47164,1.47063,1.47147,0.00010,21
2009-11-01 23:35:00,1.47130,1.47192,1.47130,1.47170,0.00012,25
2009-11-01 23:36:00,1.47167,1.47181,1.47147,1.47159,0.00006,15
2009-11-01 23:37:00,1.47161,1.47202,1.47156,1.47187,0.00008,15
2009-11-01 23:38:00,1.47186,1.47204,1.47174,1.47196,0.00014,20
2009-11-01 23:39:00,1.47147,1.47190,1.47134,1.47185,0.00010,36
2009-11-01 23:40:00,1.47190,1.47194,1.47131,1.47141,0.00004,26
2009-11-01 23:41:00,1.47162,1.47169,1.47075,1.47081,0.00010,19
2009-11-01 23:42:00,1.47081,1.47111,1.47071,1.47099,0.00008,25
2009-11-01 23:43:00,1.47101,1.47105,1.47063,1.47082,0.00012,35
2009-11-01 23:44:00,1.47092,1.47099,1.47063,1.47077,0.00012,22
2009-11-01 23:45:00,1.47073,1.47073,1.47058,1.47058,0.00004,15
2009-11-01 23:46:00,1.47033,1.47062,1.47018,1.47033,0.00014,23
2009-11-01 23:47:00,1.47018,1.47044,1.47010,1.47037,0.00008,26
2009-11-01 23:48:00,1.47061,1.47117,1.47052,1.47117,0.00006,18
2009-11-01 23:49:00,1.47110,1.47165,1.47099,1.47159,0.00010,17
2009-11-01 23:50:00,1.47132,1.47156,1.47115,1.47130,0.00006,26
2009-11-01 23:51:00,1.47137,1.47148,1.47083,1.47094,0.00004,20
2009-11-01 23:52:00,1.47079,1.47106,1.47064,1.47096,0.00010,26
2009-11-01 23:53:00,1.47113,1.47119,1.47074,1.47103,0.00008,29
2009-11-01 23:54:00,1.47094,1.47118,1.47083,1.47118,0.00010,32
2009-11-01 23:55:00,1.47111,1.47138,1.47094,1.47117,0.00010,29
2009-11-01 23:56:00,1.47118,1.47118,1.47065,1.47069,0.00010,22
2009-11-01 23:57:00,1.47082,1.47090,1.47043,1.47061,0.00008,27
2009-11-01 23:58:00,1.47062,1.47070,1.47045,1.47067,0.00006,16
2009-11-01 23:59:00,1.47062,1.47070,1.47031,1.47035,0.00008,20
2009-11-02 00:00:00,1.47037,1.47053,1.47037,1.47053,0.00010,35
2009-11-02 00:01:00,1.47070,1.47095,1.47055,1.47067,0.00012,31
2009-11-02 00:02:00,1.47078,1.47120,1.47076,1.47120,0.00014,39
2009-11-02 00:03:00,1.47110,1.47144,1.47073,1.47137,0.00012,44
2009-11-02 00:04:00,1.47144,1.47156,1.47103,1.47122,0.00010,35
2009-11-02 00:05:00,1.47115,1.47171,1.47104,1.47169,0.00006,24
2009-11-02 00:06:00,1.47140,1.47243,1.47128,1.47237,0.00010,29
2009-11-02 00:07:00,1.47227,1.47227,1.47137,1.47155,0.00012,21
2009-11-02 00:08:00,1.47182,1.47201,1.47159,1.47199,0.00012,31
2009-11-02 00:09:00,1.47185,1.47205,1.47147,1.47191,0.00012,61
2009-11-02 00:10:00,1.47195,1.47218,1.47171,1.47199,0.00013,56
2009-11-02 00:11:00,1.47206,1.47217,1.47146,1.47151,0.00010,17
2009-11-02 00:12:00,1.47171,1.47186,1.47142,1.47163,0.00008,26
2009-11-02 00:13:00,1.47162,1.47221,1.47152,1.47201,0.00012,41
2009-11-02 00:14:00,1.47178,1.47195,1.47156,1.47173,0.00010,42
2009-11-02 00:15:00,1.47187,1.47205,1.47109,1.47135,0.00010,77
2009-11-02 00:16:00,1.47113,1.47188,1.47103,1.47128,0.00012,50
2009-11-02 00:17:00,1.47128,1.47143,1.47122,1.47137,0.00010,15
2009-11-02 00:18:00,1.47144,1.47153,1.47071,1.47098,0.00008,29
2009-11-02 00:19:00,1.47087,1.47121,1.47062,1.47107,0.00012,35
2009-11-02 00:20:00,1.47137,1.47147,1.47066,1.47121,0.00008,41
2009-11-02 00:21:00,1.47120,1.47159,1.47116,1.47158,0.00010,23
2009-11-02 00:22:00,1.47175,1.47198,1.47147,1.47189,0.00012,34
2009-11-02 00:23:00,1.47179,1.47202,1.47166,1.47178,0.00012,15
