DATETIME,OPEN,HIGH,LOW,CLOSED,AV_SPREAD,VOLUME
2009-03-01 22:00:00,1.26295,1.26300,1.26295,1.26300,0.00040,5
2009-03-01 22:01:00,1.26310,1.26315,1.26295,1.26305,0.00035,7
2009-03-01 22:02:00,1.26290,1.26305,1.26290,1.26305,0.00035,3
2009-03-01 22:03:00,1.26290,1.26300,1.26290,1.26290,0.00040,61
2009-03-01 22:04:00,1.26290,1.26305,1.26290,1.26300,0.00040,58
2009-03-01 22:05:00,1.26300,1.26300,1.26300,1.26300,0.00040,10
2009-03-01 22:06:00,1.26300,1.26300,1.26290,1.26295,0.00030,32
2009-03-01 22:07:00,1.26295,1.26300,1.26290,1.26290,0.00030,46
2009-03-01 22:08:00,1.26290,1.26290,1.26290,1.26290,0.00025,12
2009-03-01 22:09:00,1.26290,1.26300,1.26290,1.26300,0.00020,8
2009-03-01 22:10:00,1.26300,1.26300,1.26300,1.26300,0.00025,10
2009-03-01 22:11:00,1.26300,1.26335,1.26300,1.26325,0.00015,37
2009-03-01 22:12:00,1.26340,1.26340,1.26320,1.26320,0.00020,12
2009-03-01 22:13:00,1.26330,1.26330,1.26320,1.26330,0.00010,10
2009-03-01 22:14:00,1.26320,1.26345,1.26320,1.26340,0.00015,36
2009-03-01 22:15:00,1.26330,1.26368,1.26330,1.26350,0.00050,115
2009-03-01 22:16:00,1.26345,1.26345,1.26323,1.26330,0.00030,80
2009-03-01 22:17:00,1.26330,1.26330,1.26330,1.26330,0.00015,2
2009-03-01 22:18:00,1.26330,1.26330,1.26330,1.26330,0.00020,2
2009-03-01 22:19:00,1.26331,1.26331,1.26313,1.26320,0.00004,696
2009-03-01 22:20:00,1.26320,1.26320,1.26290,1.26310,0.00020,114
2009-03-01 22:21:00,1.26300,1.26305,1.26285,1.26305,0.00035,138
2009-03-01 22:22:00,1.26305,1.26305,1.26305,1.26305,0.00035,11
2009-03-01 22:23:00,1.26305,1.26305,1.26305,1.26305,0.00035,21
2009-03-01 22:24:00,1.26305,1.26310,1.26300,1.26310,0.00035,56
2009-03-01 22:25:00,1.26310,1.26310,1.26300,1.26300,0.00030,52
2009-03-01 22:26:00,1.26300,1.26300,1.26300,1.26300,0.00030,2
2009-03-01 22:27:00,1.26309,1.26312,1.26289,1.26289,0.00010,365
2009-03-01 22:28:00,1.26284,1.26284,1.26281,1.26281,0.00040,14
2009-03-01 22:29:00,1.26283,1.26283,1.26283,1.26283,0.00040,5
2009-03-01 22:30:00,1.26280,1.26303,1.26280,1.26303,0.00024,111
2009-03-01 22:31:00,1.26305,1.26305,1.26275,1.26285,0.00010,308
2009-03-01 22:32:00,1.26285,1.26285,1.26285,1.26285,0.00010,9
2009-03-01 22:33:00,1.26285,1.26285,1.26275,1.26275,0.00005,30
2009-03-01 22:34:00,1.26240,1.26245,1.26240,1.26240,0.00035,84
2009-03-01 22:35:00,1.26240,1.26240,1.26240,1.26240,0.00035,5
2009-03-01 22:36:00,1.26240,1.26240,1.26210,1.26230,0.00010,60
2009-03-01 22:37:00,1.26210,1.26230,1.26210,1.26220,0.00020,58
2009-03-01 22:38:00,1.26220,1.26230,1.26210,1.26210,0.00030,74
2009-03-01 22:39:00,1.26210,1.26220,1.26210,1.26220,0.00020,22
2009-03-01 22:40:00,1.26210,1.26230,1.26210,1.26230,0.00020,17
2009-03-01 22:41:00,1.26220,1.26235,1.26210,1.26210,0.00030,46
2009-03-01 22:42:00,1.26210,1.26230,1.26210,1.26230,0.00010,12
2009-03-01 22:43:00,1.26230,1.26240,1.26230,1.26240,0.00010,5
2009-03-01 22:44:00,1.26230,1.26250,1.26230,1.26230,0.00030,89
2009-03-01 22:45:00,1.26230,1.26230,1.26200,1.26205,0.00040,118
2009-03-01 22:46:00,1.26200,1.26200,1.26145,1.26180,0.00050,109
2009-03-01 22:47:00,1.26190,1.26250,1.26160,1.26245,0.00005,145
2009-03-01 22:48:00,1.26260,1.26305,1.26255,1.26300,0.00055,62
2009-03-01 22:49:00,1.26325,1.26333,1.26295,1.26300,0.00010,30
2009-03-01 22:50:00,1.26305,1.26305,1.26260,1.26275,0.00005,34
2009-03-01 22:51:00,1.26275,1.26305,1.26275,1.26305,0.00005,33
2009-03-01 22:52:00,1.26290,1.26290,1.26290,1.26290,0.00010,24
2009-03-01 22:53:00,1.26290,1.26290,1.26290,1.26290,0.00010,13
2009-03-01 22:54:00,1.26267,1.26270,1.26205,1.26205,0.00040,87
2009-03-01 22:55:00,1.26215,1.26235,1.26175,1.26200,0.00025,128
2009-03-01 22:56:00,1.26190,1.26190,1.26190,1.26190,0.00030,7
2009-03-01 22:57:00,1.26195,1.26210,1.26195,1.26210,0.00010,6
2009-03-01 22:58:00,1.26200,1.26210,1.26165,1.26165,0.00045,16
2009-03-01 22:59:00,1.26185,1.26185,1.26185,1.26185,0.00030,5
2009-03-01 23:00:00,1.26190,1.26190,1.26160,1.26170,0.00020,62
2009-03-01 23:01:00,1.26180,1.26180,1.26150,1.26150,0.00020,58
2009-03-01 23:02:00,1.26155,1.26160,1.26140,1.26145,0.00025,142
2009-03-01 23:03:00,1.26145,1.26160,1.26145,1.26155,0.00030,42
2009-03-01 23:04:00,1.26155,1.26170,1.26145,1.26160,0.00025,73
2009-03-01 23:05:00,1.26160,1.26160,1.26155,1.26155,0.00030,22
2009-03-01 23:06:00,1.26160,1.26165,1.26155,1.26155,0.00025,66
2009-03-01 23:07:00,1.26150,1.26165,1.26120,1.26140,0.00020,110
2009-03-01 23:08:00,1.26140,1.26140,1.26130,1.26130,0.00025,34
2009-03-01 23:09:00,1.26130,1.26140,1.26120,1.26135,0.00005,240
2009-03-01 23:10:00,1.26135,1.26150,1.26120,1.26120,0.00025,192
2009-03-01 23:11:00,1.26120,1.26145,1.26120,1.26135,0.00030,79
2009-03-01 23:12:00,1.26130,1.26135,1.26130,1.26135,0.00020,22
2009-03-01 23:13:00,1.26130,1.26135,1.26125,1.26130,0.00020,67
2009-03-01 23:14:00,1.26130,1.26140,1.26125,1.26135,0.00020,114
2009-03-01 23:15:00,1.26125,1.26130,1.26120,1.26125,0.00020,51
2009-03-01 23:16:00,1.26120,1.26150,1.26120,1.26135,0.00020,72
2009-03-01 23:17:00,1.26135,1.26140,1.26135,1.26140,0.00020,62
2009-03-01 23:18:00,1.26150,1.26150,1.26140,1.26140,0.00020,31
2009-03-01 23:19:00,1.26140,1.26140,1.26125,1.26125,0.00020,7
2009-03-01 23:20:00,1.26125,1.26130,1.26120,1.26120,0.00020,62
2009-03-01 23:21:00,1.26120,1.26125,1.26110,1.26115,0.00005,117
2009-03-01 23:22:00,1.26115,1.26120,1.26100,1.26100,0.00020,216
2009-03-01 23:23:00,1.26110,1.26120,1.26100,1.26110,0.00015,154
2009-03-01 23:24:00,1.26110,1.26130,1.26110,1.26120,0.00015,155
2009-03-01 23:25:00,1.26120,1.26135,1.26100,1.26110,0.00025,173
2009-03-01 23:26:00,1.26115,1.26130,1.26110,1.26120,0.00020,61
2009-03-01 23:27:00,1.26125,1.26125,1.26110,1.26110,0.00020,71
2009-03-01 23:28:00,1.26115,1.26120,1.26090,1.26100,0.00020,85
2009-03-01 23:29:00,1.26100,1.26100,1.26005,1.26010,0.00005,341
2009-03-01 23:30:00,1.26005,1.26020,1.25980,1.25990,0.00015,259
